Исходные данные,Референс,Результат работы классификатора 
эксперимент WA-11-OYW6-4947 ,эксперимент CW-04-BF29-8491 ,0
клещи UV-33-NWRO-5592 Радиочастотный,отвертка UV-33-NWRO-5592 ,1
паста KH-36-YLHP-5847 Микробиологический,антенна KH-36-YLHP-5847 Гидравлический,1
якорь XN-18-4U1E-4601 ,якорь BE-79-OZM0-5256 ,0
энтузиазм 9Y-94-7GMF-1941 ,энтузиазм NN-95-BOZ0-6004 ,0
аналитика 5L-57-9TLJ-7492 ,аналитика Y2-34-FE8S-9218 ,0
доска 1Y-49-LVOW-8995 ,антенна 1Y-49-LVOW-8995 ,1
эксперимент MU-85-EBMF-5602 Безопасностный,нож MU-85-EBMF-5602 ,1
пассатижи 38-20-30SJ-7470 ,пассатижи 38-20-30SJ-7770 ,1
краскопульт LK-17-PF40-8820 ,краскопульт RT-94-76GI-8821 ,0
уровень LK-00-2WQU-3269 Гравитационный,плоскогубцы LK-00-2WQU-3269 ,1
цилиндр L6-06-BM4N-9362 ,цилиндр L6-06-BM4N-9362 ,1
врезка T0-23-DKBT-5433 Сверхпроводящий,имитация T0-23-DKBT-5433 Гидравлический,1
полумесяц K6-66-PYCL-0382 Биомедицинский,стамеска K6-66-PYCL-0382 ,1
олово VO-59-GS4H-0756 Компьютерный,олово 7O-59-GS4H-0756 Компьютерный,0
щетка TO-75-L9H7-4560 ,антенна TO-75-L9H7-4560 ,1
аналитика 9N-35-AM68-9100 Криогенный,аналитика FX-67-KVVB-0963 ,0
компрессор FV-17-JFLY-3083 Генетический,врезка FV-17-JFLY-3083 Генетический,1
врезка 2U-24-5L89-6799 Кинематический,двигатель 2U-24-5L89-6799 ,1
такометр OP-84-VF46-6276 Радиолокационный,гидростатика OP-84-VF46-6276 ,1
ключ UA-29-UKZS-8741 Пневматический,ключ UA-29-UKZS-8741 ,1
плоскогубцы 5O-49-W5W1-6477 Телекоммуникационный,плоскогубцы 1X-82-BF1N-2945 Телекоммуникационный,0
клещи NP-66-757D-8273 Метрологический,клещи NP-66-757D-8273 ,1
струновка JN-20-C909-6075 Робототехнический,амортизация JN-20-C909-6075 ,1
клапан UU-85-U792-2288 ,настой 8U-85-U792-2288 ,0
паста 7F-42-GYPI-1600 Технический,аппаратура 7F-42-GYPI-1600 Гравитационный,1
градусник 14-27-41KS-7482 ,градусник 7W-54-AUTN-8306 ,0
идеализация 4K-40-GM2R-0171 ,идеализация AE-78-1WT6-6443 ,0
паста YS-37-FIQF-3631 Механический,нож YS-37-FIQF-3631 ,1
жесткость 9T-11-VI3N-7376 ,жесткость 9T-11-VI3N-7346 ,0
якорь IA-64-G9RC-3997 ,якорь IA-64-G94C-3997 ,0
ассоциация HT-45-XLZJ-0187 Экологический,ассоциация 5O-33-RVIU-0106 ,0
пилка LR-04-N0C3-5725 Металлургический,пилка LR-04-N0C355725 Металлургический,0
градусник 0P-54-4GKU-0797 Исследовательский,опробование 0P-54-4GKU-0797 Нанотехнологический,1
диспергирование 4X-86-RGLM-0408 Аэродинамический,тиски 4X-86-RGLM-0408 Тепловой,1
рельс BD-60-KJUV-6678 ,рельс WU-05-163Z-9813 ,0
цанга 2F-13-I25S-1463 ,цанга 3W-95-8EQT-2276 ,0
тент RX-15-3IZP-0720 ,тент B2-46-JM1A-9774 ,0
ключ 4J-61-9TC2-9804 ,ключ 2J-61-9TC2-9804 ,0
аналитика DH-09-FKKU-7533 ,аналитика DH-09-FKK6-7533 ,0
игла VH-42-P1VK-2636 Биотехнологический,шпатель VH-42-P1VK-2636 ,1
идеализация 2S-80-GFSE-8474 Радиочастотный,станция 2S-80-GFSE-8474 Радиочастотный,1
рулетка 6T-72-0EIV-9521 Вибрационный,клапан 6T-72-0EIV-9521 ,1
оружие KX-26-MNYZ-1075 Лазерный,оружие KX-263MNYZ-1075 Лазерный,0
антенна BS-99-H3WK-6797 Газодинамический,антенна BS299-H3WK-6797 Газодинамический,0
струновка QN-73-O9PY-6054 Лазерный,струновка BK-47-57C0-7882 Лазерный,0
пилка GS-48-L3Q7-4782 Архитектурный,гидростатика GS-48-L3Q7-4782 ,1
олово 79-67-0LXV-5010 ,лагерь 79-67-0LXV-5010 ,1
диспергирование QT-39-1XWW-6833 Гидравлический,лагерь QT-39-1XWW-6833 ,1
игла P5-54-ND6V-5378 Гальванический,игла CP-28-JOVJ-3128 Гальванический,0
оврископ TI-89-IZTA-6555 Конструктивный,оврископ T9-89-IZTA-6555 ,0
электродвигатель AI-54-CUFS-7609 Биотехнологический,электродвигатель AH-81-DIBS-1909 Пневматический,0
дырокол RK-51-OH3R-3724 ,дырокол AO-51-5ZET-2640 ,0
рулетка 8Q-04-MD7O-4929 Радиотехнический,двутавр 8Q-04-MD7O-4929 Химический,1
сварка XJ-33-P43D-5236 Метрологический,проточка XJ-33-P43D-5236 Компьютерный,1
цанга 8U-02-PTPB-2305 Тепловой,антенна 8U-02-PTPB-2305 ,1
пила CC-91-H6X1-6528 Механический,паяльник CC-91-H6X1-6528 Химический,1
гидростатика VD-07-NF0O-8383 Расчетный,гидростатика VD-07-NF0O-8383 ,1
цанга HG-81-OHE5-6932 ,цанга HG-81-OHE5-6932 ,1
дырокол K6-53-CADV-5951 Безопасностный,врезка K6-53-CADV-5951 ,1
моделирование 9F-21-4IPT-1834 ,моделирование 6Z-71-7IFD-0667 ,0
рельс J2-31-UX8N-5640 ,рельс J2-31-UX8N-5640 ,1
субкультура WL-35-V341-6641 Кибернетический,субкультура YG-32-WSRD-2817 Кибернетический,0
циркуль RI-84-EEAQ-2228 Химический,водоснабжение RI-84-EEAQ-2228 ,1
фонарь ZZ-67-DKH1-1496 Металлургический,якорь ZZ-67-DKH1-1496 ,1
краскопульт RU-61-QRTH-7495 ,краскопульт ZT-23-VQCQ-9025 ,0
пила CI-78-K982-5156 ,пила CI-78-K989-5156 ,0
аргон UI-15-ZYM4-1555 ,детектор UI-15-ZYM4-1555 ,1
пульсометр EW-96-AU2T-7433 ,пульсометр JZ-13-MW5Z-3562 ,0
антенна WJ-54-ESBL-3661 Проектировочный,антенна WJ-54-ESBL-3661 ,1
аттестация 02-14-NRTR-3957 ,аттестация 02-140NRTR-3957 ,0
станция L5-39-MHAR-4652 Химический,диспергирование L5-39-MHAR-4652 ,1
пассатижи 02-71-M7S1-8038 ,тиски 02-71-M7S1-8038 ,1
гирокомпас XB-03-VCGI-1333 ,рельс XB-03-VCGI-1333 ,1
станция KZ-96-91BZ-8152 ,станция KZ-96-918Z-8152 ,0
катушка 3A-74-DO14-6149 ,катушка Y5-26-KP3N-8874 ,0
катушка LV-00-2MFH-2524 Экологический,трапеция LV-00-2MFH-2524 ,1
двигатель NU-22-21CO-4932 Метрологический,двигатель NU-22-21CO-4932 ,1
нож IN-03-CDO7-0558 ,нож IN-03-CDO7-8558 ,0
энтузиазм TQ-25-718X-1198 Ядерный,крестовина TQ-25-718X-1198 ,1
жесткость DM-74-KZMP-3328 Радиочастотный,пульсометр DM-74-KZMP-3328 Компьютерный,1
сварка D2-51-JLZX-2704 ,щетка D2-51-JLZX-2734 ,0
циркуль 5N-77-9Z5U-3635 ,циркуль 2P-14-7E5R-0808 ,0
расчет WY-69-5KEY-5563 Радиочастотный,расчет ZR-46-KWU6-3682 Радиочастотный,0
паста 5R-93-LSXT-7347 Метрологический,фонарь 5R-93-LSXT-7347 ,1
аргон 0G-84-51O2-1445 Генетический,настой 0G-84-51O2-1445 ,1
щетка 8C-45-ODO3-6856 Радиотехнический,щетка 8C-45-ODO3-6856 ,1
двигатель 0D-98-SMHW-9805 ,двигатель 0D798-SMHW-9805 ,0
краскопульт 1V-81-J9OA-7489 Технический,краскопульт 1V-81-J9OA-7489 ,1
отвертка VW-86-TT16-3479 Управляющий,оврископ VW-86-TT16-3479 Компьютерный,1
пила 5G-90-RJD6-4628 Энергетический,пила 6X-66-MZ93-5495 Энергетический,0
структурирование XD-23-DRRM-6636 ,структурирование MX-57-WJS2-5863 ,0
циркуль QA-76-A2J0-5334 Аэродинамический,энтузиазм 3N-34-KCWK-1143 ,0
фонарь HJ-36-EFAE-2188 ,фонарь VK-21-U0LY-9718 ,0
шпатель KR-08-21SR-0152 ,шпатель M1-90-DN21-8586 ,0
гирокомпас 7I-80-8LSH-2604 ,якорь N9-13-YMZ4-0073 ,0
оружие 87-69-7HDT-3951 Радиолокационный,эксперимент 87-69-7HDT-3951 ,1
тисочки Z6-33-Y6WN-0027 Металлургический,тисочки GX-38-N686-5482 ,0
тент TN-78-GGY3-2808 ,рельс TN-78-GGY3-2808 ,1
шуруповерт IQ-47-YYC2-8213 Тепловой,шуруповерт ZE-83-0J3M-0015 Тепловой,0
уровень BV-42-CTOX-5053 ,уровень BV-45-CTOX-5053 ,0
молоток J9-41-B5NB-5303 Ядерный,молоток J2-41-B5NB-5303 Ядерный,1
водоснабжение PX-87-RKE6-5199 Фотографический,эксперимент PX-87-RKE6-5199 ,1
рулетка 7K-37-05P3-5486 Вибрационный,оврископ 7K-37-05P3-5486 ,1
каталогизация ZO-76-OULS-1101 ,каталогизация WH-05-B10L-4961 ,0
нож F9-58-6NDL-7102 Метрологический,тренога F9-58-6NDL-7102 ,1
дырокол PR-12-BGLP-6547 Радиотехнический,дырокол PR-52-BGLP-6547 Радиотехнический,0
паста TU-31-OJEW-0218 Телекоммуникационный,паста 0U-31-OJEW-0218 Телекоммуникационный,0
субкультура ZR-89-SHQH-2534 ,субкультура ZR-89-SH9H-2534 ,0
станция 51-40-M1EV-5373 Фотографический,станция 31-40-M1EV-5373 Фотографический,0
переименование CX-21-C72M-9590 Фотографический,уровень CX-21-C72M-9590 ,1
катушка UF-61-AX9M-7969 Автоматический,шпатель UF-61-AX9M-7969 ,1
краскопульт F1-33-AOP4-5637 ,краскопульт RN-74-76IR-4818 ,0
катушка HT-58-LAUK-9042 Проектировочный,катушка 6L-33-ZDXB-5332 Проектировочный,0
рычаг JS-52-WJAH-0945 Биомедицинский,рычаг RV-25-Y5I1-9660 ,0
отвертка 0G-48-FLGR-5564 ,отвертка 0G-58-FLGR-5564 ,1
игла 5K-69-TONG-4705 Сверхпроводящий,струновка 5K-69-TONG-4705 ,1
рулетка P5-12-EVUP-7586 Металлургический,тент P5-12-EVUP-7586 ,1
паста UD-84-PKZ0-2223 ,паста U3-84-PKZ0-2223 ,1
лента 3Y-08-FF8O-5952 Энергетический,антенна 3Y-08-FF8O-5952 Гидравлический,1
лагерь K8-26-KR2V-4597 Радиочастотный,аппаратура K8-26-KR2V-4597 ,1
пилка RN-96-K750-8610 Гидравлический,паяльник RN-96-K750-8610 ,1
цилиндр Y4-35-DWX9-5003 Металлургический,цилиндр Y4-35-DWX9-0003 Металлургический,0
клепка BW-65-CK83-1145 Радиочастотный,уровень BW-65-CK83-1145 Фотографический,1
шпатель QU-96-GZDL-9231 ,шпатель TN-95-D8EN-9928 ,0
станция K6-62-D55K-7988 ,станция K6-62-D553-7988 ,0
турбулентность 5H-03-8RE8-6835 Аэродинамический,аттестация 5H-03-8RE8-6835 ,1
кисточка XF-53-RUFC-5651 Технический,клещ XF-53-RUFC-5651 Тепловой,1
клапан 15-14-K5CM-3410 Нанотехнологический,клапан R4-37-VWFV-9975 Нанотехнологический,0
идеализация WH-27-SSVN-6152 ,идеализация WH-27-SSVN-6152 ,1
клапан 5M-08-Q34M-2202 ,диспергирование 5M-08-Q34M-2202 ,1
жесткость 25-48-7QBI-9564 Химический,жесткость 25-48-7QBI-9564 ,1
каталогизация 7T-60-VU3L-8913 Фотографический,паяльник 7T-60-VU3L-8913 ,1
программатор 7G-42-IO43-5499 Аэродинамический,программатор 8R-46-4GZP-0603 ,0
кисточка 9M-58-P9LS-3492 Экологический,струновка 9M-58-P9LS-3492 ,1
доска VJ-25-IOYB-2321 Проектировочный,доска VJ-25-IOYB-2321 ,1
плоскогубцы MF-88-ZPVP-2782 ,плоскогубцы M9-77-H5IF-5991 ,0
спарка OX-58-YVII-6971 Телекоммуникационный,спарка 3L-69-FTZ6-6120 Телекоммуникационный,0
вихрь B2-40-6Q9W-1426 Полупроводниковый,трапеция B2-40-6Q9W-1426 Аэродинамический,1
полумесяц 68-45-DFUT-4601 Пневматический,водоснабжение 68-45-DFUT-4601 ,1
отвертка JU-81-II6R-5004 Тепловой,отвертка 54-13-VMRV-7716 Тепловой,0
врезка 7D-76-FOQ6-8092 ,врезка 7D-56-FOQ6-8092 ,1
трапеция DY-67-UJIB-9437 ,трапеция 5E-99-4VAX-2647 ,0
пила Q5-85-LF61-8722 Метрологический,плоскогубцы Q5-85-LF61-8722 Механический,1
рычаг TQ-91-WJW5-4010 Лазерный,аргон TQ-91-WJW5-4010 ,1
холодильник QD-01-9YDD-0429 Кибернетический,пассатижи QD-01-9YDD-0429 Управляющий,1
крюки TM-72-T1B6-7870 Фотографический,эксперимент TM-72-T1B6-7870 Биомедицинский,1
эксперимент QN-93-7KAK-7017 ,эксперимент QN-93-71AK-7017 ,0
такометр GE-48-4W9L-6751 ,вихрь GE-48-4W9L-6751 ,1
