Исходные данные,Референс,Классификатор 
нож W1-22-7IPM-4023 ,нож SC-19-6GZH-2444 ,0
лагерь 1J-84-9TUR-0179 Экологический,лагерь CS-90-ZBRV-6559 Экологический,0
крюки 0Q-97-4YRX-8569 Лазерный,опробование 0Q-97-4YRX-8569 Сверхпроводящий,1
расчет Q8-43-CF34-3113 ,расчет VQ-29-MT2N-5612 ,0
шпатель II-09-0ZQO-1473 ,проточка II-09-0ZQO-1473 ,1
вал KA-34-8YSG-4868 Силовой,вал KA-34-8YSG-6868 Силовой,0
нож EV-73-8VT7-9113 Гравитационный,рельс EV-73-8VT7-9113 Гравитационный,1
диспергирование AN-71-NSOO-9356 Металлургический,тент AN-71-NSOO-9356 ,1
программатор BX-22-ZC6X-1412 ,программатор CH-73-2U10-0101 ,0
электросверло OV-14-BESJ-7005 ,электросверло KS-04-99DB-1272 ,0
структурирование ML-08-1FAV-6535 Метрологический,структурирование 1D-56-734P-6906 ,0
опробование 28-58-ICAK-2842 Гидравлический,опробование 28-58-ICAK-2842 ,1
оврископ 9S-77-9X0P-4931 ,оврископ 9S-77-9X0P-4031 ,0
нож 90-05-DY9F-6674 Безопасностный,нож 90-05-DY9F-6674 Проектировочный,1
антенна FP-29-IXIX-4164 Гальванический,проточка FP-29-IXIX-4164 ,1
полумесяц KP-41-MMHI-7498 Энергетический,якорь KP-41-MMHI-7498 ,1
рельс EX-32-8ZVF-7753 Аэродинамический,рельс 8X-32-8ZVF-7753 Компьютерный,0
амортизация 2F-16-6OIU-8326 Робототехнический,амортизация IB-25-TFK2-1256 Робототехнический,0
гидростатика 6J-54-0VDP-3432 Криогенный,детектор 6J-54-0VDP-3432 ,1
гидрамеханика 6D-96-I2PH-7415 Механический,гидрамеханика 6D-96-I2PH-7415 Фотографический,1
лагерь ZK-25-Y67G-9624 Тепловой,лагерь SE-48-C5XV-0147 ,0
гидрамеханика 6Y-99-HEM9-6680 Механический,цанга 6Y-99-HEM9-6680 Кинематический,1
крюки 5Y-91-1BXK-0113 Генетический,идеализация 5Y-91-1BXK-0113 ,1
анализатор 0N-22-FL6R-5370 Фотографический,анализатор 0N822-FL6R-5370 Фотографический,0
амортизация 0S-65-RLR2-0209 Безопасностный,амортизация MP-36-9EML-4201 Безопасностный,0
паста 9Q-81-D8QL-8994 Энергетический,паста 7N-48-GYC0-8924 Энергетический,0
тренога RT-88-DELO-7872 ,тренога RT-88-DELO-7872 ,1
электросверло VD-27-N111-7901 Кинематический,опробование VD-27-N111-7901 ,1
отвертка AB-70-R327-8890 Радиолокационный,отвертка CA-79-SNU7-3127 ,0
последовательность CK-20-PBC5-7992 ,последовательность CK-20-PBC5-7992 ,1
струновка W0-79-IRCL-6933 ,струновка W0-791IRCL-6933 ,0
гидростатика RB-89-R4XD-6113 Эргономический,щетка RB-89-R4XD-6113 ,1
оружие Y4-00-H854-5046 ,оружие Y4-00-H85495046 ,0
щетка KN-06-PBFU-5827 Сверхпроводящий,щетка VI-28-G50O-6470 Сверхпроводящий,0
двутавр 43-17-Y4RT-0490 ,двутавр A4-97-1QHI-7075 ,0
пилка HT-47-VAM2-4489 Робототехнический,спарка HT-47-VAM2-4489 Робототехнический,1
отвертка GM-14-PFU1-9016 Механический,плоскогубцы GM-14-PFU1-9016 ,1
бита TZ-69-D8V5-7018 Радиотехнический,бита XL-57-H2F8-6006 ,0
тисочки ZC-51-M5HA-8497 ,тисочки ZC-50-M5HA-8497 ,0
кисточка BO-50-LMPL-1967 Исследовательский,тисочки BO-50-LMPL-1967 Сверхпроводящий,1
темномер 4Q-09-CVX5-9951 Проектировочный,темномер 4Q-07-CVX5-9951 Проектировочный,0
электросверло 8K-90-8GVE-7817 Полупроводниковый,термометр 82-90-8GVE-7817 Полупроводниковый,0
диспергирование 8K-42-Z3SX-7722 ,тисочки 8K-42-Z3SX-7722 ,1
фонарь 8G-01-RSE5-8133 Механический,рычаг 8G-01-RSE5-8133 ,1
щетка OO-73-2MGM-6385 Лазерный,последовательность OO-73-2MGM-6385 ,1
уровень Y7-89-XVZP-0183 ,уровень 2G-88-2QMY-7086 ,0
бита H1-35-CPLN-5676 Архитектурный,пульсометр H1-35-CPLN-5676 ,1
структурирование TH-56-BQAL-8924 Гравитационный,структурирование TH-56-BQAL-8924 ,1
энтузиазм J2-97-CNBX-0865 Полупроводниковый,энтузиазм PU-40-9VSI-2196 Полупроводниковый,0
трапеция 70-51-J225-3938 Геотехнический,последовательность 70-51-J225-3938 ,1
каталогизация 3J-11-BO33-0737 Металлургический,клещи 3J-11-BO33-0737 ,1
гидростатика 31-15-R794-5904 ,гидростатика 71-15-R794-5904 ,0
стамеска XN-78-K5AD-8418 Тепловой,стамеска 8Q-22-7WKS-3436 Гидравлический,0
детектор JY-80-MSL7-0506 Аэродинамический,детектор JY-80-MSL7-0506 Лазерный,1
имитация SH-93-UUFD-2620 Акустический,имитация SH-935UUFD-2620 Акустический,0
анализатор E5-68-1TSS-4913 ,анализатор E7-68-1TSS-4913 ,0
переименование 36-07-O9KP-2722 Микробиологический,переименование 36-07-O9KP-2722 Энергетический,1
сварка E0-16-EARB-3475 ,сварка E0-165EARB-3475 ,0
якорь 8C-71-QNVY-9297 Робототехнический,нож 8C-71-QNVY-9297 ,1
ключ 5V-39-22RY-6765 Биомедицинский,ключ 5V-39-27RY-6765 Биомедицинский,0
цанга 9B-41-5WCP-7477 ,переименование 9B-41-5WCP-7477 ,1
молоток 0K-35-MR9Q-8664 Исследовательский,молоток PO-26-JNHG-7615 Исследовательский,0
тисочки HZ-07-COB7-2560 ,клещ HZ-07-COB7-2560 ,1
электродвигатель V3-35-P402-7684 Термический,циркуль V3-35-P402-7684 Микробиологический,1
холодильник S7-98-8SVW-6353 Экологический,уровень S7-98-8SVW-6353 ,1
темномер T6-62-7GZX-5106 Вибрационный,темномер T6-62-7GZX-5106 ,1
датчик QA-81-BOPS-7718 Робототехнический,датчик QA-81-BOPS-7718 ,1
сварка CT-59-I88T-2338 Гидравлический,нож CT-59-I88T-2338 Гидравлический,1
уровень 62-73-R93C-0802 Гидравлический,тара 62-73-R93C-0802 ,1
энтузиазм 1X-24-WPCZ-5205 Акустический,энтузиазм 1X-24-WPCZ-5205 Генетический,1
тара 1X-50-NFJS-9607 Газодинамический,стамеска 1X-50-NFJS-9607 ,1
структурирование RS-26-KR34-3682 ,структурирование RS-26-KR34-3682 ,1
паста Q0-15-UVPZ-7400 Нанотехнологический,тент Q0-15-UV9Z-7400 Нанотехнологический,0
эксперимент FL-19-W9MX-5675 Управляющий,эксперимент FL-19-W9MX-5575 Управляющий,0
настой 79-83-KN4Y-9284 ,настой R4-60-IWJ2-9221 ,0
вал 73-46-7SSQ-1613 Оптический,вал 73-86-7SSQ-1613 Оптический,0
последовательность 0N-39-8KOO-2157 ,симуляция 0N-39-8KOO-2157 ,1
щетка AW-79-KT5S-6021 ,щетка AW-79-KT5S-6021 ,1
рельс 8R-25-ZTYO-8117 Радиотехнический,рельс PM-94-J80T-7437 Радиотехнический,0
структурирование 0J-16-W2A6-9676 ,структурирование 0J-16-W2A6-9676 ,1
эксперимент D4-54-AFFH-9687 Оптический,эксперимент D4-54-AFFH-9687 ,1
игла 4L-69-CM3G-2479 Микробиологический,двигатель 4L-69-CM3G-2479 Экологический,1
отвертка Y4-70-ZN51-2169 ,отвертка Y4-70-ZN51-5169 ,0
гидростатика L6-51-8NFE-9594 ,гидростатика A1-37-J9TY-5084 ,0
детектор OW-66-52QG-6700 Проектировочный,фонарь OW-66-52QG-6700 ,1
аттестация K5-08-GF8S-0744 Расчетный,доска K5-08-GF8S-0744 Ядерный,1
вал 08-52-SXAM-1514 Акустический,вал 08-52-SXAM-1514 ,1
тренога 7X-17-2RYS-8440 Гальванический,тисочки 7X-17-2RYS-8440 ,1
градусник 9R-19-I0TU-5073 Исследовательский,анализатор 9R-19-I0TU-5073 ,1
проточка 7I-39-VAML-5473 Регулирующий,нож 7I-39-VAML-5473 Термический,1
идеализация WR-55-1JNN-5186 ,идеализация G3-44-ABIV-1920 ,0
такометр 5O-36-9QRL-0013 Химический,жесткость 5O-36-9QRL-0413 ,0
жесткость GT-50-33ZH-5161 Биомедицинский,клепка GT-50-33ZH-5161 Металлургический,1
врезка QJ-95-S8CW-5596 ,цанга QJ-65-S8CW-5596 ,0
клещи XE-11-KXV1-0833 ,клещи XE-11-KXV170833 ,0
сварка 22-91-R1CO-3331 ,сварка 22-917R1CO-3331 ,0
фонарь 3P-28-XQQI-2829 Микробиологический,фонарь WU-27-MP9S-4671 Микробиологический,0
клещи 5N-52-LIMK-2612 ,клещи Q6-34-STHT-3230 ,0
циркуль OL-54-PAYG-2847 Конструктивный,циркуль O5-54-PAYG-2847 Конструктивный,0
переименование LR-58-MHHJ-7909 ,переименование ZC-33-RXHS-9130 ,0
реостат 30-48-FGP8-5007 ,реостат 0O-07-61UF-8011 ,0
структурирование PQ-11-KO4A-9791 Конструктивный,лагерь PQ-11-KO4A-9791 Управляющий,1
катушка JL-49-W6AI-8919 Химический,катушка JL-49-W6AI-8919 Криогенный,1
доска V3-85-DW2Q-9207 ,доска XP-05-4HDF-2426 ,0
пилка 8B-04-XG1Z-6192 ,пилка 8B-64-XG1Z-6192 ,0
детектор LN-55-L26N-6930 Автоматический,детектор LN-55-L26N-6930 ,1
врезка N3-83-PS9R-5077 Сверхпроводящий,врезка N3-83-PS9R-5077 ,1
крюки 8N-82-5XIG-3629 Исследовательский,крюки MR-79-C08E-7618 Исследовательский,0
шпатель J0-25-0QP2-9503 Фотографический,цилиндр J0-25-0QP2-9503 ,1
крюки UK-14-K0EV-1753 ,крюки TT-76-A4NH-6787 ,0
станция TV-24-XS80-6300 Нанотехнологический,станция TV-24-XS80-6340 ,0
тент 3N-55-MHYM-7534 ,тент ZS-47-O1FE-7794 ,0
тиски XE-26-K4M8-0583 ,тиски AY-33-ZCZ7-6521 ,0
антенна YJ-57-PX7Z-1900 Гравитационный,антенна YJ-57-P57Z-1900 ,0
каталогизация J4-95-RFYA-8238 Безопасностный,каталогизация J4-95-RFYA-1238 Безопасностный,0
крюки 6V-99-MC81-1606 Ядерный,крюки U9-47-XZJQ-7591 ,0
энтузиазм NR-94-AVTK-7151 ,энтузиазм P7-06-G0SF-9485 ,0
нож OF-75-TWCL-2040 Конструктивный,нож OF-05-TWCL-2040 Конструктивный,0
спарка V2-15-MS0I-4915 ,щетка V2-15-MS0I-4915 ,1
моделирование PT-41-56RQ-4673 Архитектурный,краскопульт PT-41-56RQ-4673 ,1
доска 4B-50-IDNE-4615 ,доска Y4-80-OJTY-3787 ,0
антенна WS-82-44UU-8380 Лазерный,турбулентность WS-82-44UU-8380 Радиочастотный,1
шуруповерт AM-83-U918-3340 Компьютерный,шуруповерт AM-83-U918-3340 ,1
лагерь 9W-07-LH09-4029 Энергетический,лагерь O9-47-FL55-0751 Энергетический,0
ассоциация HT-58-VIFJ-7489 Химический,ассоциация S1-89-EEQM-0181 ,0
полумесяц VI-14-XZW8-7782 Радиолокационный,полумесяц VI-14-XZW8-7782 ,1
лагерь A5-39-CJD6-0897 ,лагерь QQ-90-Q5PU-1140 ,0
проточка ZO-43-88TN-8137 Аэродинамический,бита ZO-43-88TN-8137 Силовой,1
реостат JH-50-U21Q-6217 Геотехнический,реостат J4-50-U21Q-6217 ,0
амортизация 2Y-02-LYUD-7203 ,амортизация J0-37-BA7H-5175 ,0
клапан 5T-46-0014-2932 ,клапан 5T-46-0014-9932 ,0
струновка 06-16-BF2X-7275 Конструктивный,струновка 06-16-BF2X-7275 ,1
энтузиазм M2-21-RLUQ-5282 Расчетный,энтузиазм M2-21-RLUQ-5282 ,1
ключ CF-77-8V7F-9481 Метрологический,ключ DX-85-6QA2-6245 Метрологический,0
шуруповерт 6S-80-IUCO-1213 Металлургический,аппаратура 6S-80-IUCO-1213 Металлургический,1
ассоциация EL-14-AC3V-7515 Архитектурный,пилка EL-14-AC3V-7515 Компьютерный,1
уровень 6N-73-W245-2125 Проектировочный,оврископ 6N-73-W245-2125 Регулирующий,1
оврископ GG-88-0UT1-3175 Архитектурный,нож GG-88-0UT1-3175 Расчетный,1
реостат UK-46-6QUO-7917 Кибернетический,реостат G7-27-XX1A-4759 ,0
дырокол QR-83-QTGJ-2502 ,дырокол IT-15-IN16-0587 ,0
диспергирование NP-41-X7V4-0280 Металлургический,градусник NP-41-X7V4-0280 ,1
