Исходные данные,Референс,Классификатор 
бита Q6-59-T5UQ-6460 Нанотехнологический,бита MQ-03-3GWC-1609 Нанотехнологический,0
клепка 0P-42-OY8A-8040 ,клепка P0-36-WK3W-1123 ,0
каталогизация ZK-78-PQIG-4342 ,каталогизация ZK-88-PQIG-4342 ,0
каталогизация 0A-18-AFQB-5096 Силовой,ключ 0A-18-AFQB-5096 ,1
каталогизация R5-50-8DP3-0739 Генетический,каталогизация DN-05-YPOU-6883 Генетический,0
гвоздодер 73-97-YABJ-9998 Фотографический,гвоздодер 73-97-YABJ-9698 Фотографический,0
щетка LA-43-H9UQ-4124 ,щетка LV-13-NZLL-1787 ,0
бита 7L-25-WI0A-3821 ,бита 7L-15-WI0A-3821 ,0
якорь 5U-52-Q46Z-3727 Безопасностный,якорь CT-70-YQ6E-0877 Безопасностный,0
тисочки 80-49-NIH5-1936 Полупроводниковый,клещ 80-49-NIH5-1936 Аэродинамический,1
гирокомпас RX-26-ILB7-5611 Гидравлический,гирокомпас YG-03-WY47-5781 Гидравлический,0
аппаратура QS-10-9AC3-4749 ,аппаратура PA-07-VDSB-6191 ,0
пилка P0-68-NVXG-7724 Телекоммуникационный,гирокомпас P0-68-NVXG-7724 ,1
вал 0W-85-B0V0-9525 Кибернетический,вал AH-48-1UW9-2389 Кибернетический,0
термометр DH-60-ZUYL-9916 Газодинамический,термометр JR-47-GG1R-4059 Газодинамический,0
ассоциация SU-96-D49L-7014 Тепловой,симуляция SU-96-D49L-7014 ,1
паяльник FA-83-SX1F-2842 ,паяльник QI-70-5T9O-8120 ,0
катушка DW-61-ZXTT-1399 Силовой,спарка DW-61-ZXTT-1399 ,1
рельс AY-92-ZK4R-8010 Автоматический,доска AY-92-ZK4R-8010 ,1
анализатор L0-07-S7QW-1764 Безопасностный,анализатор EY-75-TJQU-2599 Вибрационный,0
темномер TC-27-DT1K-3674 ,темномер T1-27-DT1K-3674 ,0
отвертка CK-23-ZLZ5-6742 ,отвертка CK-23-ZLZ5-6722 ,0
щетка DC-12-1RTS-1341 Металлургический,клапан DC-12-1RTS-1341 ,1
спарка Q9-78-VCNA-3410 ,спарка Q3-78-VCNA-3410 ,0
гидростатика O7-09-2UDU-8200 ,гидростатика O7-09-26DU-8200 ,0
якорь 71-00-RJ3T-6905 ,краскопульт 71-00-RJ3T-6905 ,1
тренога 9M-44-64S2-3254 Компьютерный,имитация 9M-44-64S2-3254 Криогенный,1
рулетка LI-57-IXAI-5303 Энергетический,рулетка DW-10-IFOL-6473 Энергетический,0
рычаг SI-54-5H7U-7617 Химический,рычаг SI-54-5H7U-7637 Химический,0
струновка 9U-33-VIQ6-8798 Гравитационный,струновка 9U-33-VIQ6-8798 ,1
лагерь YM-58-SMGK-8572 Биотехнологический,тент YM-58-SMGK-8572 ,1
последовательность 0Y-07-P7QQ-9050 ,последовательность 0Y-01-P7QQ-9050 ,0
станция YZ-96-TJQA-4001 Вибрационный,станция PZ-83-ZMZ4-2980 Аэродинамический,0
настой 01-39-BNFE-3641 ,настой UM-69-HW64-7507 ,0
доска FO-10-PQQ0-0896 Лазерный,струновка FO-10-PQQ0-0896 ,1
проточка 0A-38-0A7U-3053 ,проточка 0A-38-0A6U-3053 ,0
крюки OD-54-ACPJ-6926 Безопасностный,тренога OD-54-ACPJ-6926 Ядерный,1
катушка BI-76-428K-1947 Газодинамический,катушка BI-76-428K-1947 ,1
гидростатика G4-26-PUEV-1942 Биомедицинский,гидростатика G4-26-PUEV-1942 ,1
компрессор IP-93-OGOW-7967 ,компрессор IP-93-5GOW-7967 ,0
плоскогубцы 0I-15-CV6N-4011 ,плоскогубцы 4I-15-CV6N-4011 ,0
темномер 3X-13-RPP0-2499 Лазерный,темномер 1X-13-RPP0-2499 Лазерный,0
реостат XZ-41-OGYE-8774 Автоматический,идеализация XZ-41-OGYE-8774 Автоматический,1
клапан YA-47-28MO-2033 Биотехнологический,клапан GP-06-NWNQ-1138 Биотехнологический,0
кисточка AJ-15-W1WU-6659 Пневматический,двигатель AJ-15-W1WU-6659 ,1
пульсометр H1-91-ZAZW-8011 Экологический,олово H1-91-ZAZW-8011 ,1
пульсометр RS-75-KOPN-0935 ,пульсометр RS-75-4OPN-0935 ,0
сварка MT-00-BQR6-7973 Экологический,сварка 50-06-Y3H9-7969 Экологический,0
электросверло Z4-79-3M28-8843 ,электросверло Z4679-3M28-8843 ,0
клещи S9-67-5ZVH-5812 ,клещи QU-42-CUBN-7856 ,0
датчик HU-27-HK9Q-4329 Автоматический,щетка HU-27-HK9Q-4329 Тепловой,1
шкала M9-44-V85L-2742 ,шкала M9-44-V85L-8742 ,0
расчет T0-84-JQN6-7799 Автоматический,рельс T0-84-JQN6-7799 ,1
аргон F5-00-V5MS-4486 Гальванический,аргон SI-19-N7JZ-7529 Гальванический,0
аппаратура 46-08-I8M3-5682 Робототехнический,аппаратура M3-96-4IYW-3993 Робототехнический,0
гидростатика VL-93-DU5N-8937 ,гидростатика SR-67-576B-2726 ,0
тиски 68-32-XW24-3551 ,тиски A3-21-DBVQ-0615 ,0
циркуль RQ-66-MPQE-1562 Радиотехнический,циркуль RQ-66-MPQE-1562 Радиотехнический,1
антенна CV-17-9OF4-0185 ,отвертка CV-17-9OF4-0985 ,0
гирокомпас CL-09-2Y7H-0526 Телекоммуникационный,нож CL-09-2Y7H-0526 ,1
программатор OP-68-NTU4-8478 ,программатор AD-33-RW4Q-2092 ,0
такометр UM-49-0ZMA-2392 Радиочастотный,катушка UM-49-0ZMA-2392 Криогенный,1
крюки PW-52-BGAI-7886 Регулирующий,молоток PW-52-BGAI-7886 ,1
каталогизация LT-03-WMOW-6071 Акустический,каталогизация OR-67-5921-0185 Акустический,0
оврископ HP-40-1OZ1-8098 ,компрессор HP-40-1OZ148098 ,0
пассатижи 8E-45-89EU-2068 ,клещ FL-58-F74S-6159 ,0
лагерь 0K-48-1J5Y-1484 Газодинамический,лагерь 0K-48-1J5Y-1484 Управляющий,1
оружие WN-73-ULXW-3762 ,ассоциация WN-73-ULXW-3762 ,1
цанга VB-78-C1LP-5873 ,шуруповерт VB-78-C1LP-5873 ,1
водоснабжение E7-62-V2SB-2067 ,водоснабжение DG-08-Q82I-3542 ,0
гидрамеханика LZ-85-4WFB-2295 Кибернетический,гидрамеханика GU-79-FNDM-0481 Кибернетический,0
антенна ZK-80-XX1M-7123 ,антенна ZK-80-XX14-7123 ,0
диспергирование 5Z-11-FP7L-0784 ,диспергирование C8-25-4ZJ3-4440 ,0
электросверло DM-95-7H26-7709 Исследовательский,идеализация DM-95-7H26-7709 Автоматический,1
клещ JX-00-DQYN-5315 Безопасностный,детектор JX-00-DQYN-5315 Термический,1
водоснабжение XI-12-9IKG-8475 ,водоснабжение BH-96-35HZ-6059 ,0
крестовина W2-52-SETE-4020 Кинематический,шуруповерт W2-52-SETE-4020 ,1
компрессор O4-70-E041-6724 ,каталогизация O4-70-E041-6724 ,1
вал 7N-77-HPZA-2957 Нанотехнологический,тисочки 7N-77-HPZA-2957 ,1
краскопульт Y7-04-5IB4-7558 Химический,фильтр Y7-04-5IB4-7558 ,1
клепка S3-48-FL7H-1832 Биотехнологический,клепка S3-48-FL7H-1832 Конструктивный,1
трапеция XL-55-6ZNL-2066 ,ассоциация XL-55-6ZNL-2066 ,1
турбулентность 9X-51-VQDY-9929 Газодинамический,клещ 9X-51-VQDY-9929 Газодинамический,1
нож T2-97-UU0L-0449 Химический,крестовина T2-97-UU0L-0449 ,1
вал IZ-26-U4ZT-1210 Криогенный,вал 0Z-26-U4ZT-1210 ,0
отвертка 9B-32-C7ZI-8521 ,отвертка 9B-32-C76I-8521 ,0
шуруповерт HI-75-W58W-0435 Телекоммуникационный,шуруповерт DN-80-7FKZ-0573 Телекоммуникационный,0
доска A6-26-MIX0-0854 ,доска 0J-35-XNR2-7333 ,0
нож 1N-52-4SSF-4834 Радиолокационный,гирокомпас 1N-52-4SSF-4834 Архитектурный,1
пульсометр 3G-22-P60F-1149 Управляющий,пульсометр 3G-22-P60F-1149 ,1
тент 87-53-COG2-2991 Нанотехнологический,тент 87-53-COG2-2991 Гидравлический,1
градусник 8N-19-CX6D-0005 ,градусник 8N-19-CX6D-3005 ,0
пульсометр 7Q-42-OLY0-7603 Фотографический,пульсометр 7Q-42-OLY0-7603 Полупроводниковый,1
электросверло 7H-98-DFUV-5278 ,электросверло 7H-98-DF8V-5278 ,0
пилка Z3-14-33A9-6974 ,пилка Z3-14-33A4-6974 ,0
кисточка 05-11-E99L-7633 Конструктивный,кисточка 05-11-999L-7633 Конструктивный,0
лента 41-04-PF1I-6677 Биотехнологический,такометр 41-04-PF1I-6677 ,1
паста TQ-91-QSKW-6433 Ядерный,последовательность TQ-91-QSKW-6433 ,1
двутавр B6-91-QXBO-4961 Оптический,циркуль B6-91-QXBO-4961 ,1
крестовина NM-94-79V7-7510 ,крестовина 8M-94-79V7-7510 ,0
аппаратура 09-90-FR5Q-5435 Геотехнический,турбулентность 09-90-FR5Q-5435 ,1
тиски WG-86-RFF4-1463 Оптический,тиски TW-05-3L0H-4341 Оптический,0
пилка IM-53-ORSN-9865 Гидравлический,пилка O0-25-R0WL-4037 Гравитационный,0
шуруповерт SJ-97-SD84-6900 Регулирующий,аппаратура SJ-97-SD84-6900 Эргономический,1
паста 7W-97-OP92-1745 Кибернетический,паста 7W-97-OP92-1745 Акустический,1
гидростатика B3-20-A6AZ-5091 ,гидростатика C0-69-6NVO-5458 ,0
оружие 4Y-03-O1QU-9125 Расчетный,цанга 4Y-03-O1QU-9125 Расчетный,1
оврископ 8F-27-9Q4F-8673 Автоматический,электродвигатель 8F-27-9Q4F-8673 Фотографический,1
якорь IZ-56-66M3-4645 Геотехнический,якорь YS-39-ENHD-2745 Геотехнический,0
спарка WB-15-0C5D-3033 Биотехнологический,гирокомпас WB-15-0C5D-3033 ,1
пила DK-34-2YTH-4601 ,анализатор DK-34-2YTH-4601 ,1
гвоздодер PE-75-JADQ-7233 Аэродинамический,аттестация PE-75-JADQ-7233 ,1
аналитика QB-36-XD5G-6692 Пневматический,детектор QB-36-XD5G-6692 Гальванический,1
опробование HC-42-F6GM-3048 Пневматический,фильтр 19-23-C5DZ-3958 Пневматический,0
рельс 1S-07-17D5-4065 Радиолокационный,рельс 1S-07-19D5-4065 Радиолокационный,0
станция U5-96-T78J-7020 ,станция U5-96-T72J-7020 ,0
детектор 72-54-RF7X-1308 Автоматический,детектор HL-58-8KWU-9709 ,0
клещи CM-43-OJGK-2705 ,клещи CM-43-O8GK-2705 ,0
крюки ZO-62-3ACL-3174 ,крюки ZO-62-6ACL-3174 ,0
пилка GQ-67-IAMV-0093 ,пилка WL-10-SF3Y-9511 ,0
гидростатика H6-00-AOVA-7033 ,гидростатика 9T-43-ZF58-2209 ,0
гидрамеханика CD-55-SF8A-6976 ,клепка 89-30-BFID-6902 ,0
крестовина QU-69-KLKO-2544 Силовой,крестовина 2U-69-KLKO-2544 Геотехнический,0
реостат IR-90-34QI-7852 ,реостат IR-90-39QI-7852 ,0
опробование Q2-95-3HXW-2584 Гравитационный,нож Q2-95-3HXW-2584 Фотографический,1
клапан 7Q-42-CO52-1546 Исследовательский,циркуль 7Q-42-CO52-1546 ,1
трапеция U2-01-PJB4-5485 ,трапеция U4-01-PJB4-5485 ,0
бита CG-06-456A-3899 Криогенный,бита CG-068456A-3899 Криогенный,0
электросверло AR-11-AXXU-3938 Кибернетический,электросверло AR-11-AXXU-3938 Расчетный,1
проточка QJ-73-LVU5-5946 ,проточка QJ-73-9VU5-5946 ,0
симуляция 1Z-38-75R3-4993 Эргономический,симуляция YV-65-DOAR-6612 Эргономический,0
ключ N0-56-GOQ4-9256 ,ключ 1G-59-BAHZ-3539 ,0
ключ VW-77-200X-5270 ,идеализация VW-77-800X-5270 ,0
холодильник ZY-88-9ZAH-4058 ,холодильник ZY-08-9ZAH-4058 ,0
стамеска 81-96-GFQ7-6019 Робототехнический,якорь 81-96-GFQ7-6019 Гравитационный,1
паста BG-46-0M8S-6816 Радиочастотный,полумесяц BG-46-0M8S-6816 ,1
оврископ 9T-79-JEXW-9839 ,оврископ YS-40-X549-5589 ,0
цанга UQ-97-TS2W-9071 ,рулетка UQ-97-TS2W-9071 ,1
цилиндр I6-67-C2ZN-3294 ,аналитика I6-67-C2ZN-3294 ,1
рельс AW-92-ZUBQ-9620 Конструктивный,цанга AW-92-ZUBQ-9620 Полупроводниковый,1
каталогизация GO-88-CTML-3282 Кинематический,каталогизация C2-83-1QEI-4031 Кинематический,0
водоснабжение BH-17-QW0Q-2683 ,водоснабжение B1-32-TDR1-9292 ,0
клещи RB-96-UD4W-4370 ,клещи RB196-UD4W-4370 ,0
тара U2-21-BCVG-8119 Кибернетический,тара N2-77-8NWZ-1135 Кибернетический,0
расчет LQ-08-Y8XI-2205 ,расчет LQ-08-Y6XI-2205 ,0
